City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,el granada,37.5027,-122.4694,16.61,79,20,3.6,US,1707680149
361,shumerlya,55.5005,46.4129,-16.35,97,86,2.56,RU,1707680149
362,hede,33.7681,120.2517,4.27,80,0,2.83,CN,1707680149
363,san sebastian de la gomera,28.0916,-17.1133,21.32,83,0,1.54,ES,1707680149
364,kronach,50.2396,11.3331,7.53,93,100,1.79,DE,1707680149
365,asikkala,61.2167,25.5,-15.47,97,64,2.48,FI,1707680149
366,morwell,-38.2333,146.4,19.67,63,0,1.26,AU,1707680150
367,bolgar,54.95,49.0667,-22.25,100,54,1.97,RU,1707680150
368,horawala junction,6.4809,80.1271,23.65,89,4,1.3,LK,1707680150
369,huangnihe,43.5583,128.0239,-14.9,94,23,1.57,CN,1707680150
370,perryton,36.4,-100.8027,-1.0,86,100,9.26,US,1707680150
371,varallo,45.8139,8.259,8.98,77,100,2.97,IT,1707680150
372,kayyerkan,69.3786,87.7439,-32.59,87,22,0.2,RU,1707680150
373,genhe,50.7833,121.5167,-20.67,100,97,0.88,CN,1707680150
374,sultanpur,26.2667,82.0667,12.77,55,0,2.34,IN,1707679974
375,chenzhou,25.8,113.0333,9.48,74,2,1.69,CN,1707680151
376,tomatlan,19.9333,-105.25,31.57,28,95,3.5,MX,1707680151
377,kalix,65.853,23.1565,-25.81,99,36,1.28,SE,1707680151
378,oroqen zizhiqi,50.5667,123.7167,-13.26,96,100,0.99,CN,1707680151
379,katima mulilo,-17.5,24.2667,22.09,79,22,1.58,NA,1707680151
380,rosalie,15.3667,-61.2667,26.39,72,14,5.09,DM,1707680151
381,baruun-urt,46.6806,113.2792,-10.76,86,6,7.63,MN,1707680151
382,flying fish cove,-10.4217,105.6791,28.09,63,75,3.04,CX,1707680151
383,nelson bay,-32.7167,152.15,21.11,92,0,0.89,AU,1707680152
384,nadi,-17.8,177.4167,28.0,89,75,2.06,FJ,1707680152
385,tual,-5.6667,132.75,28.57,78,100,5.45,ID,1707680129
386,waingapu,-9.6567,120.2641,26.29,85,100,2.62,ID,1707679936
387,lebu,-37.6167,-73.65,16.76,74,100,7.25,CL,1707680152
388,shinshiro,34.9,137.5,4.09,93,40,4.22,JP,1707680152
389,saudarkrokur,65.7461,-19.6394,-0.86,76,100,4.84,IS,1707680152
390,uyar,55.81,94.3153,-14.41,86,93,4.3,RU,1707680152
391,mariental,-24.6333,17.9667,29.22,36,67,7.86,NA,1707680153
392,san andres,12.5847,-81.7006,30.01,70,40,5.66,CO,1707680153
393,magadan,59.5667,150.8,-22.24,89,100,2.84,RU,1707680153
394,castillos,-34.1667,-53.8333,32.49,47,0,7.75,UY,1707680153
395,teknaf,20.8624,92.3058,16.74,58,1,2.73,BD,1707680153
396,boende,-0.2167,20.8667,29.51,43,100,0.95,CD,1707680153
397,makokou,0.5738,12.8642,26.17,73,100,1.39,GA,1707680153
398,arraial do cabo,-22.9661,-42.0278,30.98,58,0,10.29,BR,1707680149
399,cannonvale,-20.2833,148.7,26.66,79,31,4.44,AU,1707680154
400,lulea,65.5842,22.1547,-25.96,76,0,0.51,SE,1707680154
401,nogliki,51.8333,143.1667,-22.03,100,54,2.24,RU,1707680124
402,adam,22.3756,57.5233,21.19,76,86,4.78,OM,1707680154
403,fuglafjordur,62.244,-6.814,4.26,89,93,6.02,FO,1707680154
404,sechura,-5.5569,-80.8222,25.62,83,56,5.08,PE,1707680154
405,belyy yar,53.6039,91.3903,-12.06,67,0,3.0,RU,1707680154
406,rio branco,-9.9747,-67.81,31.34,70,75,2.57,BR,1707680154
407,christchurch,-43.5333,172.6333,13.56,87,100,2.57,NZ,1707679927
408,manado,1.487,124.8455,25.43,94,40,4.12,ID,1707680155
409,malchin,53.7333,12.7833,4.83,99,100,2.45,DE,1707680155
410,pirallahi,40.4723,50.333,7.08,72,19,2.76,AZ,1707680155
411,revda,56.801,59.9303,-17.06,94,100,4.75,RU,1707680155
412,holualoa,19.6228,-155.9522,24.2,74,0,1.54,US,1707680155
413,rosales,15.8944,120.6328,21.58,77,96,3.02,PH,1707680155
414,birao,10.2849,22.7882,26.82,17,0,2.72,CF,1707680155
415,hailar,49.2,119.7,-7.02,79,100,7.54,CN,1707680156
416,ampanihy,-24.7,44.75,24.55,92,100,2.47,MG,1707680156
417,auna,10.1881,4.7232,30.1,27,100,0.58,NG,1707680156
418,dwarka,22.2394,68.9678,21.73,39,99,4.49,IN,1707680156
419,coaldale,49.7167,-112.6185,1.82,80,75,3.09,CA,1707680089
420,buenavista,8.9769,125.4089,22.62,89,100,1.37,PH,1707680156
421,san patricio,28.017,-97.5169,27.97,35,0,9.13,US,1707680156
422,portland,45.5234,-122.6762,12.21,91,100,5.66,US,1707679891
423,arteche,12.2645,125.4048,24.1,87,100,7.43,PH,1707680156
424,beira,-19.8436,34.8389,30.05,74,40,6.69,MZ,1707680157
425,khilok,51.3674,110.4676,-7.75,88,100,1.51,RU,1707680157
426,abu zabad,12.35,29.25,23.5,11,0,4.87,SD,1707680157
427,caconda,-13.7333,15.0667,17.81,87,100,1.1,AO,1707680158
428,nuku'alofa,-21.1333,-175.2,28.19,83,40,4.12,TO,1707680158
429,kilindoni,-7.9139,39.6668,28.16,82,100,6.36,TZ,1707680158
430,brookings,44.3114,-96.7984,5.03,70,12,1.79,US,1707680122
431,itaporanga,-7.3044,-38.1503,27.94,60,94,3.74,BR,1707680158
432,taoudenni,22.6783,-3.9836,26.86,21,0,3.66,ML,1707680158
433,island harbour,50.724,-1.2758,8.45,84,11,1.79,GB,1707680158
434,kyzyl-mazhalyk,51.1333,90.6,-7.83,95,100,1.79,RU,1707680158
435,gokceada,40.2011,25.909,17.6,79,100,18.91,TR,1707680159
436,talakan,50.3167,130.3667,-9.89,89,100,2.93,RU,1707680159
437,sandnessjoen,66.0217,12.6316,-4.77,54,0,8.23,NO,1707680097
438,malax,62.9423,21.5731,-15.03,85,0,1.54,FI,1707680159
439,thal,35.4791,72.2439,-1.75,58,48,3.52,PK,1707680159
440,sao tome,0.3365,6.7273,29.02,84,40,2.06,ST,1707680159
441,sovetskaya gavan',48.9723,140.2878,-17.72,82,10,2.29,RU,1707680159
442,hun,29.1268,15.9477,21.75,19,100,3.09,LY,1707680159
443,crane,31.3974,-102.3501,11.77,38,44,8.06,US,1707680160
444,salinopolis,-0.6136,-47.3561,27.94,81,82,7.05,BR,1707680160
445,alghero,40.5589,8.3181,12.05,71,40,7.2,IT,1707680160
446,nobres,-14.7203,-56.3275,25.33,91,98,2.29,BR,1707680160
447,edgewater,28.9889,-80.9023,30.05,55,40,8.23,US,1707680160
448,turpan,42.9333,89.1667,2.58,56,1,0.25,CN,1707679997
449,raja,8.4596,25.678,27.99,21,8,2.08,SS,1707680160
450,mkushi,-13.6202,29.3939,20.01,72,91,2.16,ZM,1707680164
451,coquimbo,-29.9533,-71.3436,21.85,68,20,5.14,CL,1707680083
452,mogocha,53.7333,119.7667,-16.34,100,100,0.72,RU,1707680165
453,al khums,32.6486,14.2619,17.48,59,100,7.83,LY,1707680165
454,bindki,26.0333,80.6,12.68,49,0,2.0,IN,1707680165
455,abalak,58.1286,68.5944,-21.47,97,94,2.91,RU,1707680165
456,ust'-ilimsk,58.0006,102.6619,-11.98,84,100,4.0,RU,1707680165
457,zunyi,27.6867,106.9072,8.0,69,12,1.41,CN,1707680165
458,stephenville,32.2207,-98.2023,8.19,93,100,4.12,US,1707680166
459,ocean shores,46.9737,-124.1563,10.77,95,100,8.23,US,1707680037
460,labytnangi,66.6572,66.4183,-27.79,87,25,3.52,RU,1707680166
461,robore,-18.3333,-59.75,29.41,60,100,1.83,BO,1707680166
462,kampong thom,12.7111,104.8887,21.48,65,4,2.49,KH,1707680166
463,vernon,50.2581,-119.2691,2.01,91,100,0.45,CA,1707679966
464,mwene-ditu,-7.0,23.45,20.1,94,99,1.26,CD,1707680166
465,orchomenos,38.4929,22.9796,16.06,63,100,4.92,GR,1707680167
466,jaguaribe,-5.8906,-38.6219,35.18,34,70,3.09,BR,1707680167
467,khandyga,62.6667,135.6,-39.12,98,42,1.52,RU,1707680167
468,yarrawonga,-36.0167,146.0,19.17,48,0,3.33,AU,1707680167
469,ebeltoft,56.1944,10.6821,2.08,93,100,5.14,DK,1707680167
470,kupang,-10.1667,123.5833,26.32,100,75,1.54,ID,1707680167
471,glace bay,46.1969,-59.957,5.25,82,40,3.6,CA,1707680166
472,linhares,-19.3911,-40.0722,27.91,72,10,3.97,BR,1707680168
473,plettenberg bay,-34.0527,23.3716,18.0,89,31,1.25,ZA,1707680168
474,escanaba,45.7453,-87.0646,1.66,55,100,3.6,US,1707680168
475,na wa,17.4897,104.1006,14.64,80,6,2.54,TH,1707680168
476,mana,5.6592,-53.7767,28.4,67,23,4.44,GF,1707680169
477,lihue,21.9789,-159.3672,24.64,78,75,3.09,US,1707680169
478,gucheng chengguanzhen,32.266,111.6348,7.5,82,3,1.48,CN,1707680169
479,kapit,2.0167,112.9333,23.38,100,100,0.37,MY,1707680169
480,bucerias,20.75,-105.3333,25.99,61,75,3.6,MX,1707680044
481,kachug,53.9606,105.8817,-12.84,90,97,1.86,RU,1707680170
482,araxa,-19.5933,-46.9406,24.98,69,40,4.12,BR,1707680170
483,bamboo flat,11.7,92.7167,28.05,78,40,2.57,IN,1707680170
484,vetluga,57.8557,45.781,-19.85,99,63,2.23,RU,1707680170
485,cherryville,53.1569,-6.9667,5.52,90,96,3.17,IE,1707680171
486,guiuan,11.0333,125.7247,23.17,93,50,2.69,PH,1707680171
487,kapshagay,43.8833,77.0833,1.71,96,100,3.52,KZ,1707680171
488,ebon,4.582,168.6964,27.85,80,99,8.4,MH,1707680171
489,ola,59.5833,151.2833,-22.47,88,100,3.25,RU,1707680171
490,puerto cabezas,14.0351,-83.3888,28.98,89,40,2.06,NI,1707680171
491,staraya mayna,54.6,48.95,-15.94,98,34,2.91,RU,1707680171
492,leninskoye,41.7589,69.3864,7.3,56,12,0.69,KZ,1707680172
493,puerto baquerizo moreno,-0.9,-89.6,29.55,74,75,5.14,EC,1707680172
494,broome,42.2506,-75.833,4.83,77,100,2.06,US,1707680172
495,puerto madero,14.7208,-92.4215,33.11,43,0,0.0,MX,1707680173
496,itoman,26.1247,127.6694,17.01,51,3,6.69,JP,1707680032
497,nieuw amsterdam,5.8833,-55.0833,32.09,55,40,0.0,SR,1707680173
498,padangsidempuan,1.3667,99.2667,21.76,95,66,1.74,ID,1707680173
499,barra de santo antonio,-9.4047,-35.5072,29.6,76,100,4.31,BR,1707680173
500,bathsheba,13.2167,-59.5167,29.34,70,20,8.75,BB,1707680161
501,ivdel',60.6911,60.4206,-28.23,98,6,1.79,RU,1707680174
502,mhamid,29.82,-5.72,21.07,28,0,2.81,MA,1707680174
503,ajdabiya,30.7554,20.2263,19.13,24,100,4.68,LY,1707680175
504,lospalos,-8.5186,127.0025,23.97,92,100,4.89,TL,1707680175
505,ponta delgada,37.7333,-25.6667,18.44,88,75,6.69,PT,1707680175
506,ayancik,41.9447,34.5861,13.47,64,100,2.96,TR,1707680175
507,dalbandin,28.8947,64.4101,17.46,33,100,1.01,PK,1707680175
508,pontes e lacerda,-15.2261,-59.3353,26.83,89,99,1.6,BR,1707680175
509,heroica caborca,30.7167,-112.15,14.49,39,0,1.74,MX,1707680175
510,chulakkurgan,43.765,69.1814,-0.92,94,100,3.31,KZ,1707680176
511,vorkuta,67.5,64.0,-30.51,100,100,2.14,RU,1707680176
512,bulayevo,54.9056,70.4439,-17.48,95,100,5.32,KZ,1707680176
513,longgang,37.6508,120.3286,2.07,71,0,5.88,CN,1707680176
514,cruzeiro do sul,-29.5128,-51.9853,26.03,82,100,1.21,BR,1707680176
515,manghit,42.1156,60.0597,3.99,63,100,4.27,UZ,1707680177
516,kayar,14.9192,-17.1211,29.53,63,0,4.75,SN,1707680177
517,inirida,3.8653,-67.9239,31.86,58,83,0.92,CO,1707680177
518,remire-montjoly,4.9167,-52.2667,29.02,74,75,5.66,GF,1707680103
519,muborak,39.2553,65.1528,11.28,45,10,3.43,UZ,1707680177
520,gumla,23.05,84.55,15.39,37,34,0.62,IN,1707680177
521,conduaga,8.862,117.4893,25.13,75,22,3.43,PH,1707680060
522,vila velha,-20.3297,-40.2925,30.97,79,40,4.63,BR,1707680177
523,scottsbluff,41.8666,-103.6672,4.62,64,0,2.06,US,1707680177
524,cockburn town,21.4612,-71.1419,25.98,50,40,5.14,TC,1707680132
525,lubartow,51.4603,22.6095,9.58,83,100,5.57,PL,1707680178
526,buka,40.8108,69.1986,10.45,44,0,0.77,UZ,1707680178
527,bontang,0.1333,117.5,24.33,87,100,1.72,ID,1707680178
528,zaozersk,69.4005,32.4476,-18.7,95,100,2.04,RU,1707679959
529,ardestan,33.3761,52.3694,9.62,28,13,0.72,IR,1707680178
530,bandar lampung,-5.4254,105.258,22.78,96,19,1.78,ID,1707680178
531,nadym,65.5333,72.5167,-24.13,94,94,5.87,RU,1707680179
532,pointe aux piments,-20.0628,57.5131,27.51,90,9,5.64,MU,1707680179
533,weno,7.4515,151.8468,26.97,83,75,4.12,FM,1707680179
534,karachi,24.9056,67.0822,19.9,42,85,2.06,PK,1707679974
535,maloye ganyushkino,46.6,49.2667,0.14,94,100,5.42,KZ,1707680179
536,podborany,50.2294,13.4119,6.89,91,100,7.22,CZ,1707680179
537,mapastepec,15.4333,-92.9,33.94,31,0,5.69,MX,1707680179
538,sola,-13.8833,167.55,27.96,74,51,6.55,VU,1707680179
539,mwinilunga,-11.7358,24.4293,20.38,82,99,1.54,ZM,1707680180
540,midoun,33.8081,10.9923,15.92,53,84,5.32,TN,1707680180
541,bolobo,-2.1667,16.2333,25.54,80,100,2.02,CD,1707680180
542,kodinar,20.7903,70.7031,19.72,25,71,3.44,IN,1707680180
543,malabar,-33.9667,151.25,21.84,78,20,3.6,AU,1707680180
544,luganville,-15.5333,167.1667,25.7,89,0,1.17,VU,1707680180
545,lapai,9.05,6.5667,31.6,19,3,1.14,NG,1707680180
546,midvagur,62.0511,-7.1939,4.46,93,75,1.54,FO,1707680180
547,chichiriviche,10.9333,-68.2772,27.36,75,8,5.89,VE,1707680181
548,port macquarie,-31.4333,152.9167,19.38,82,89,1.28,AU,1707680181
549,cabo san lucas,22.8909,-109.9124,24.23,56,0,4.63,MX,1707680140
550,nagqu,31.5,92.0,-12.14,54,100,1.97,CN,1707680044
551,arawa,-6.2132,155.5367,26.91,78,96,1.11,PG,1707680181
552,chebba,35.2372,11.115,13.09,55,51,7.41,TN,1707680181
553,konarka,19.9,86.1167,20.22,62,0,0.51,IN,1707680182
554,simplicio mendes,-7.8539,-41.9103,29.56,59,99,2.39,BR,1707680182
555,singaparna,-7.3515,108.111,22.01,94,100,0.84,ID,1707680182
556,cobija,-11.0267,-68.7692,26.62,88,100,2.46,BO,1707680182
557,port-gentil,-0.7193,8.7815,27.98,94,40,1.54,GA,1707680182
558,corinto,37.9407,22.9573,14.94,68,100,6.7,GR,1707680182
559,inarajan village,13.2736,144.7484,26.54,80,55,7.28,GU,1707680182
560,winnemucca,40.973,-117.7357,4.03,48,0,2.06,US,1707680066
561,chakvi,41.7187,41.7335,14.99,41,0,8.23,GE,1707680183
562,bardai,11.65,7.2333,27.23,15,0,3.25,NG,1707680183
563,sambava,-14.2667,50.1667,25.99,87,100,2.34,MG,1707680183
564,touros,-5.1989,-35.4608,28.75,72,12,5.96,BR,1707680146
565,oum hadjer,13.2954,19.6966,28.37,10,0,4.23,TD,1707680183
